date,age_label,incid
2020-07-07,de 20 à 29 ans,8.813946197036866
2020-07-07,de 30 à 49 ans,6.9160477868484
2020-07-07,de 50 à 59 ans,4.981419324111938
2020-07-07,de 60 à 89 ans,3.894953689324588
2020-07-07,moins de 10 ans,2.9884561787436392
2020-07-08,90 ans et plus,9.314245713280675
2020-07-08,de 10 à 19 ans,5.230021277596678
2020-07-08,de 20 à 29 ans,9.094815499218617
2020-07-08,de 30 à 49 ans,7.058158357811037
2020-07-08,de 50 à 59 ans,5.106523462388722
2020-07-08,de 60 à 89 ans,3.9480666941790146
2020-07-08,moins de 10 ans,2.8467621357859665
2020-07-09,90 ans et plus,9.75256315861153
2020-07-09,de 10 à 19 ans,5.313989509117725
2020-07-09,de 20 à 29 ans,9.509432088153583
2020-07-09,de 30 à 49 ans,7.241717845304446
2020-07-09,de 50 à 59 ans,5.299866221543751
2020-07-09,de 60 à 89 ans,4.018884033984916
2020-07-09,moins de 10 ans,3.078625115171249
2020-07-10,90 ans et plus,6.684341041295544
2020-07-10,de 10 à 19 ans,5.32598497076359
2020-07-10,de 20 à 29 ans,9.790301390335335
2020-07-10,de 30 à 49 ans,7.573309177550602
2020-07-10,de 50 à 59 ans,5.732044153772641
2020-07-10,de 60 à 89 ans,3.9893768090657904
2020-07-10,moins de 10 ans,3.4521821375142037
2020-07-11,90 ans et plus,6.3556029572974015
2020-07-11,de 10 à 19 ans,5.278003124180134
2020-07-11,de 20 à 29 ans,9.723427746958727
2020-07-11,de 30 à 49 ans,7.679892105772581
2020-07-11,de 50 à 59 ans,5.697924843333518
2020-07-11,de 60 à 89 ans,3.9893768090657904
2020-07-11,moins de 10 ans,3.4908259674117508
2020-07-12,90 ans et plus,6.684341041295544
2020-07-12,de 10 à 19 ans,5.421948663930501
2020-07-12,de 20 à 29 ans,9.817050847685978
2020-07-12,de 30 à 49 ans,7.614758094081371
2020-07-12,de 50 à 59 ans,5.675178636374103
2020-07-12,de 60 à 89 ans,4.018884033984916
2020-07-12,moins de 10 ans,3.4908259674117508
2020-07-13,90 ans et plus,6.684341041295544
2020-07-13,de 10 à 19 ans,5.673853358493644
2020-07-13,de 20 à 29 ans,10.793406040984447
2020-07-13,de 30 à 49 ans,7.9581919739077485
2020-07-13,de 50 à 59 ans,5.959506223366794
